rollout/ep_len_mean,time/episodes,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/success_rate,train/n_updates,train/actor_loss,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/ent_coef
95.05,8940,864416,1266,-19.168461909999998,682,0.05,53400,0.3554096817970276,0.001,0.0007372627151198685,-7.547595977783203,0.0002197260328102857
96.04,8944,865360,1267,-19.578104699999997,682,0.04,53459,0.25946491956710815,0.001,0.01495153084397316,2.905301094055176,0.0002162961900467053
97.03,8948,865824,1267,-19.7949114,682,0.03,53488,0.21233445405960083,0.001,0.0015850308118388057,-6.235309600830078,0.00021666097745765
97.03,8952,865904,1267,-19.90933875,683,0.03,53493,0.2667132019996643,0.001,0.00827342551201582,0.12347531318664551,0.00021641234343405813
97.03,8956,866016,1267,-19.755476589999997,683,0.03,53500,0.22658783197402954,0.001,0.023514285683631897,-9.296756744384766,0.000215937354369089
97.03,8960,866960,1269,-19.785696010000002,683,0.03,53559,0.2953759729862213,0.001,0.13866040110588074,-4.453000068664551,0.00020660336303990334
97.03,8964,867424,1270,-19.5622356,682,0.03,53588,0.20195966958999634,0.001,0.0012152062263339758,-4.849753379821777,0.00020338920876383781
97.03,8968,867504,1270,-19.246157869999998,682,0.03,53593,0.15327996015548706,0.001,0.5152026414871216,-2.3289647102355957,0.0002030018367804587
96.04,8972,867536,1270,-19.08747099,682,0.04,53595,0.32966169714927673,0.001,0.007099254988133907,0.24572420120239258,0.00020287372171878815
96.04,8976,868048,1270,-18.82089074,682,0.04,53627,0.18190529942512512,0.001,0.0034127761609852314,9.524871826171875,0.0002025947324000299
97.03,8980,868832,1272,-18.67687091,682,0.03,53676,0.15673476457595825,0.001,0.0020018345676362514,-4.861485004425049,0.00021626193483825773
98.02,8984,869088,1272,-18.898192050000002,682,0.02,53692,0.3231137990951538,0.001,0.0054490165784955025,1.3013496398925781,0.00021764260600320995
97.03,8988,869120,1272,-18.76432341,682,0.03,53694,0.22085022926330566,0.001,0.0023427028208971024,0.2903714179992676,0.00021768826991319656
97.03,8992,869536,1273,-18.62942006,682,0.03,53720,0.31320279836654663,0.001,0.012631578370928764,1.3175959587097168,0.0002183007454732433
96.04,8996,870176,1274,-18.61147164,682,0.04,53760,0.2639421224594116,0.001,0.0025511798448860645,-9.604722023010254,0.00021679967176169157
95.05,9000,870624,1275,-17.974454350000002,682,0.05,53788,0.2357795238494873,0.001,0.001299966825172305,5.566167831420898,0.00021418706455733627
94.2,9004,870704,1275,-17.63379204,682,0.06,53793,0.18485099077224731,0.001,0.002804580144584179,10.382428169250488,0.00021441676653921604
95.19,9008,870736,1275,-17.99518783,682,0.05,53795,0.24142956733703613,0.001,0.005650562234222889,14.194928169250488,0.00021460333664435893
95.19,9012,871264,1276,-17.82015713,682,0.05,53828,0.1926044225692749,0.001,0.09048986434936523,3.5959677696228027,0.00022063589130993932
95.19,9016,872224,1277,-17.80395591,682,0.05,53888,0.29691487550735474,0.001,0.0031038126908242702,14.038291931152344,0.00022526858083438128
95.19,9020,872304,1277,-17.818066740000003,682,0.05,53893,0.26351267099380493,0.001,0.0029431614093482494,15.384092330932617,0.00022665613505523652
95.19,9024,872336,1277,-18.03224716,682,0.05,53895,0.19642716646194458,0.001,0.0017321446212008595,13.532220840454102,0.00022722188441548496
95.19,9028,872864,1278,-17.859995129999998,682,0.05,53928,0.3358260989189148,0.001,0.0025728601031005383,1.4520258903503418,0.00023314640566240996
95.19,9032,873824,1280,-18.074786449999998,682,0.05,53988,0.2372344434261322,0.001,0.0011126722674816847,-3.6571474075317383,0.00022962596267461777
95.19,9036,873904,1280,-18.01305562,682,0.05,53993,0.30543091893196106,0.001,0.003082439536228776,-6.030966758728027,0.00022882805205881596
95.19,9040,873936,1280,-17.761813779999997,682,0.05,53995,0.3242177367210388,0.001,0.001533752540126443,-6.439258575439453,0.00022854190319776535
95.19,9044,874464,1280,-17.34431803,682,0.05,54028,0.1945015788078308,0.001,0.011649060994386673,-0.493685245513916,0.00022369208454620093
95.19,9048,875424,1282,-17.421961860000003,682,0.05,54088,0.22990596294403076,0.001,0.002220403403043747,8.817279815673828,0.00022921616618987173
95.19,9052,875504,1282,-17.41528334,682,0.05,54093,0.21606960892677307,0.001,0.013877375051379204,5.39597225189209,0.00023076203069649637
95.19,9056,875536,1282,-17.536187499999997,682,0.05,54095,0.20594429969787598,0.001,0.0010915270540863276,5.035637855529785,0.00023128153407014906
95.19,9060,876064,1283,-17.4692995,682,0.05,54128,0.26451125741004944,0.001,0.003040340729057789,-8.16203784942627,0.00023299726308323443
94.2,9064,876784,1284,-17.264953440000003,682,0.06,54173,0.23638126254081726,0.001,0.004629053641110659,3.346315860748291,0.00022847433865536004
94.2,9068,877072,1285,-17.4158571,682,0.06,54191,0.2813522219657898,0.001,0.0015419598203152418,3.7106895446777344,0.00022837676806375384
95.19,9072,877120,1285,-17.84731225,682,0.05,54194,0.21908384561538696,0.001,0.0017290425021201372,3.838883638381958,0.00022852991241961718
94.2,9076,877344,1285,-17.956889720000003,682,0.06,54208,0.24838703870773315,0.001,0.003184635890647769,6.272598743438721,0.00023027333372738212
94.2,9080,878176,1286,-18.12201324,682,0.06,54260,0.25689181685447693,0.001,0.01312202773988247,2.8942179679870605,0.00023385432723443955
95.19,9084,878672,1287,-18.23216898,682,0.05,54291,0.2949981689453125,0.001,0.0016390751115977764,-9.035965919494629,0.0002340486680623144
95.19,9088,878720,1287,-18.13329611,682,0.05,54294,0.11286446452140808,0.001,0.0027165180072188377,-10.523577690124512,0.00023355834127869457
95.19,9092,878944,1287,-18.054852229999998,682,0.05,54308,0.32386475801467896,0.001,0.017482593655586243,-16.556652069091797,0.00023007467098068446
96.18,9096,879776,1289,-18.46275013,682,0.04,54360,0.257551372051239,0.001,0.0028423983603715897,-2.897149085998535,0.0002214679552707821
97.17,9100,880272,1290,-18.766563559999998,682,0.03,54391,0.2416878342628479,0.001,0.0011808675481006503,-1.5365355014801025,0.00021888778428547084
97.03,9104,880320,1290,-18.84205306,682,0.03,54394,0.2639504373073578,0.001,0.0008415805641561747,1.511977195739746,0.00021866828319616616
97.03,9108,880416,1290,-18.84929692,682,0.03,54400,0.19491174817085266,0.001,0.001357352826744318,-0.6509103775024414,0.00021839984401594847
97.03,9112,881360,1291,-18.754535,682,0.03,54459,0.28347450494766235,0.001,0.0005354948807507753,-5.1503143310546875,0.0002172336826333776
97.03,9116,881824,1292,-18.6840476,682,0.03,54488,0.21743154525756836,0.001,0.0016267001628875732,-0.6199264526367188,0.00021723678219132125
97.03,9120,881920,1292,-18.60066234,682,0.03,54494,0.4828188419342041,0.001,0.001012430409900844,0.275909423828125,0.00021694570023100823
97.03,9124,882016,1292,-18.376564140000003,682,0.03,54500,0.32195863127708435,0.001,0.002142523881047964,-1.9944653511047363,0.0002167868660762906
97.03,9128,882960,1294,-18.5006475,682,0.03,54559,0.3324093818664551,0.001,0.009380987845361233,7.361948013305664,0.00022099576017353684
96.04,9132,883424,1294,-18.309272160000003,682,0.04,54588,0.2851220667362213,0.001,0.004220763221383095,9.999554634094238,0.00022696457745041698
96.04,9136,883504,1294,-18.16029614,682,0.04,54593,0.25750964879989624,0.001,0.0020493525080382824,13.910850524902344,0.0002281007618876174
96.04,9140,883536,1294,-18.564150760000004,682,0.04,54595,0.35958999395370483,0.001,0.001806172076612711,9.279714584350586,0.00022859398450236768
95.05,9144,883936,1295,-18.4457524,682,0.05,54620,0.32762831449508667,0.001,0.0019103963859379292,11.146381378173828,0.00023540790425613523
95.05,9148,884800,1297,-18.486354770000002,682,0.05,54674,0.2814319133758545,0.001,0.0014567137695848942,7.168191909790039,0.0002424577105557546
95.05,9152,885072,1297,-18.37053701,682,0.05,54691,0.2913634181022644,0.001,0.0009546482469886541,3.4757938385009766,0.00024518591817468405
95.05,9156,885136,1297,-17.925204020000002,682,0.05,54695,0.4346579611301422,0.001,0.06185757368803024,4.561260223388672,0.0002458670933265239
95.05,9160,885536,1298,-18.006754479999998,682,0.05,54720,0.32383593916893005,0.001,0.003877419512718916,-3.580598831176758,0.00024830095935612917
96.04,9164,886400,1299,-18.268033169999995,682,0.04,54774,0.39774054288864136,0.001,0.004825112409889698,2.9940690994262695,0.00024239529739134014
96.04,9168,886672,1299,-18.090530039999997,682,0.04,54791,0.2685505151748657,0.001,0.002054555108770728,4.099791526794434,0.00024137338914442807
96.04,9172,886736,1299,-18.173450539999997,682,0.04,54795,0.30349478125572205,0.001,0.0061308094300329685,6.4000563621521,0.00024148183001670986
96.04,9176,886944,1300,-17.97950467,682,0.04,54808,0.3473146855831146,0.001,0.04051581025123596,1.8745808601379395,0.00024231255520135164
96.04,9180,887776,1301,-17.78059282,682,0.04,54860,0.3504916727542877,0.001,0.025275632739067078,0.9993271827697754,0.00023721394245512784
95.05,9184,888240,1302,-17.58022604,681,0.05,54889,0.3019244372844696,0.001,0.0018590413965284824,6.387063026428223,0.0002357999765081331
95.05,9188,888320,1302,-17.91044862,682,0.05,54894,0.18186596035957336,0.001,0.0017353491857647896,-0.15491127967834473,0.0002363082894589752
95.05,9192,888432,1302,-18.27794633,682,0.05,54901,0.28444939851760864,0.001,0.0010695704258978367,3.5445079803466797,0.00023688681540079415
95.05,9196,889360,1304,-18.03023675,682,0.05,54959,0.28989315032958984,0.001,0.03609985113143921,4.108892917633057,0.00023566801974084228
95.05,9200,889840,1304,-17.70009411,681,0.05,54989,0.34161484241485596,0.001,0.009634801186621189,5.407578945159912,0.00023907923605293036
96.04,9204,889920,1304,-17.81505339,681,0.04,54994,0.3532124161720276,0.001,0.007391155231744051,9.534004211425781,0.0002400115190539509
96.04,9208,890032,1305,-17.71132165,681,0.04,55001,0.39022940397262573,0.001,0.003016690257936716,8.342977523803711,0.00024130802194122225
96.04,9212,890960,1306,-17.685964379999998,681,0.04,55059,0.33371126651763916,0.001,0.0005556081887334585,-6.241044044494629,0.00024824790307320654
96.04,9216,891440,1307,-17.740802979999998,681,0.04,55089,0.25740525126457214,0.001,0.001029615756124258,-7.526650428771973,0.00024266383843496442
95.05,9220,891520,1307,-17.65330888,681,0.05,55094,0.2675967216491699,0.001,0.002457277849316597,-8.47179126739502,0.0002414636401226744
95.05,9224,891552,1307,-17.85172719,681,0.05,55096,0.3968981206417084,0.001,0.029651226475834846,-7.081917762756348,0.00024097341520246118
95.05,9228,892080,1308,-17.655436069999997,681,0.05,55129,0.3543738126754761,0.001,0.0008889679447747767,6.72641134262085,0.00023592256184201688
95.05,9232,892800,1309,-17.40174823,681,0.05,55174,0.35279178619384766,0.001,0.0019934452138841152,-14.356945991516113,0.00023426348343491554
95.05,9236,893072,1309,-17.540273739999996,681,0.05,55191,0.3874261677265167,0.001,0.0017539067193865776,-8.003913879394531,0.00022782942687626928
95.05,9240,893136,1309,-17.23162197,681,0.05,55195,0.28265199065208435,0.001,0.0008686317596584558,-7.567365646362305,0.00022636019275523722
96.04,9244,893536,1310,-17.32373674,681,0.04,55220,0.18703457713127136,0.001,0.0011117891408503056,1.4216723442077637,0.00022451832774095237
96.04,9248,894400,1311,-17.27178039,681,0.04,55274,0.35342758893966675,0.001,0.014335157349705696,3.071767807006836,0.00022797309793531895
96.04,9252,894672,1312,-17.33899867,681,0.04,55291,0.34119561314582825,0.001,0.12609407305717468,11.585241317749023,0.0002301082422491163
96.04,9256,894736,1312,-17.71149011,681,0.04,55295,0.3632802367210388,0.001,0.003152093617245555,10.255208015441895,0.00023106018488761038
96.04,9260,895136,1312,-17.60481358,681,0.04,55320,0.269285649061203,0.001,0.0021262934897094965,6.994062423706055,0.00023915607016533613
95.05,9264,895792,1313,-17.49121483,681,0.05,55361,0.26205796003341675,0.001,0.003877484705299139,1.0628504753112793,0.0002479814866092056
94.06,9268,896240,1314,-17.70098969,681,0.06,55389,0.2929318845272064,0.001,0.0011664414778351784,-2.1752729415893555,0.0002499307447578758
94.06,9272,896320,1314,-17.49616974,681,0.06,55394,0.2626130282878876,0.001,0.003910801373422146,-1.2456529140472412,0.00024992143153212965
95.05,9276,896432,1314,-17.774404859999997,681,0.05,55401,0.28327566385269165,0.001,0.003795319702476263,-4.996738433837891,0.0002498944813851267
95.05,9280,897376,1316,-17.860381930000003,681,0.05,55460,0.42072850465774536,0.001,0.0012400129344314337,7.670717716217041,0.0002677251468412578
96.04,9284,897840,1316,-18.00460326,681,0.04,55489,0.26101917028427124,0.001,0.016289468854665756,-4.760570049285889,0.0002714374859351665
96.04,9288,897920,1316,-17.82719882,681,0.04,55494,0.30529236793518066,0.001,0.0011314478470012546,-6.411581039428711,0.0002707304374780506
96.04,9292,898032,1316,-17.815045729999998,681,0.04,55501,0.33590689301490784,0.001,0.002961469581350684,-7.69977331161499,0.00026945516583509743
96.04,9296,898976,1318,-17.99534773,681,0.04,55560,0.2897685170173645,0.001,0.0032065222039818764,-3.7110185623168945,0.00025741694844327867
96.04,9300,899440,1319,-18.60776436,681,0.04,55589,0.38974207639694214,0.001,0.004046262241899967,10.714892387390137,0.0002546427131164819
96.04,9304,899520,1319,-18.50373493,681,0.04,55594,0.34641140699386597,0.001,0.005462327040731907,12.269853591918945,0.0002553053491283208
96.04,9308,899632,1319,-18.42783384,681,0.04,55601,0.1843489557504654,0.001,0.004769620485603809,8.552582740783691,0.00025688158348202705
96.04,9312,900576,1320,-18.79899917,681,0.04,55660,0.27396345138549805,0.001,0.0021802354604005814,5.190404891967773,0.0002612428506836295
95.05,9316,901024,1321,-18.48086104,681,0.05,55688,0.30479657649993896,0.001,0.0011745444498956203,-3.569232940673828,0.00026073260232806206
96.04,9320,901120,1321,-18.52110351,681,0.04,55694,0.3895757794380188,0.001,0.006434893235564232,-3.1526038646698,0.0002599069266580045
96.04,9324,901152,1321,-18.445258619999997,681,0.04,55696,0.3526616394519806,0.001,0.0016789676155894995,-3.573702335357666,0.00025961262872442603
96.04,9328,901680,1322,-18.74754543,681,0.04,55729,0.32468241453170776,0.001,0.001268079737201333,-3.28753662109375,0.0002549289492890239
97.03,9332,902624,1323,-19.07014175,681,0.03,55788,0.4962293207645416,0.001,0.005462639033794403,2.8962531089782715,0.0002535815292503685
97.03,9336,902720,1323,-19.17210884,681,0.03,55794,0.3858935832977295,0.001,0.004259028937667608,-3.2255659103393555,0.00025381523300893605
97.03,9340,902752,1323,-19.363519,681,0.03,55796,0.44600656628608704,0.001,0.0016453327843919396,4.050448417663574,0.00025387140340171754
97.03,9344,903280,1324,-19.520308390000004,681,0.03,55829,0.2691618800163269,0.001,0.0068374741822481155,-3.6989550590515137,0.0002576728875283152
97.03,9348,904224,1326,-19.783244429999996,681,0.03,55888,0.3806934356689453,0.001,0.03584714233875275,3.1983256340026855,0.00025753580848686397
96.04,9352,904272,1326,-19.25476907,681,0.04,55891,0.39076605439186096,0.001,0.0013163413386791945,-3.400646686553955,0.00025762204313650727
96.04,9356,904336,1326,-19.12882981,681,0.04,55895,0.33253246545791626,0.001,0.003075430868193507,-0.03071451187133789,0.0002575846738182008
96.04,9360,904736,1326,-18.93606649,681,0.04,55920,0.3304958641529083,0.001,0.0010782924946397543,-7.149744987487793,0.00025369643117301166
96.04,9364,905424,1327,-18.970508210000002,681,0.04,55963,0.2684621810913086,0.001,0.004049254115670919,0.2871307134628296,0.00024525681510567665
97.03,9368,905872,1328,-19.05502869,681,0.03,55991,0.2731485366821289,0.001,0.0016334049869328737,7.265101909637451,0.00024776943610049784
97.03,9372,905920,1328,-18.997811870000003,681,0.03,55994,0.24976147711277008,0.001,0.00810252781957388,4.154078006744385,0.00024835922522470355
97.03,9376,906144,1328,-18.856491820000002,681,0.03,56008,0.21930688619613647,0.001,0.00409734109416604,-0.13666582107543945,0.00024997719447128475
96.04,9380,906976,1330,-18.582075420000002,681,0.04,56060,0.31251513957977295,0.001,0.001985332230105996,-2.2558858394622803,0.0002450639149174094
96.04,9384,907456,1330,-18.498024159999996,681,0.04,56090,0.2720309793949127,0.001,0.010329166427254677,-8.06784725189209,0.00024166890943888575
96.04,9388,907520,1330,-18.16878562,681,0.04,56094,0.35920706391334534,0.001,0.0015773295890539885,-5.6633124351501465,0.00024095227126963437
96.04,9392,907632,1331,-18.27477492,681,0.04,56101,0.37350380420684814,0.001,0.060381338000297546,0.47722578048706055,0.000239595741732046
96.04,9396,908576,1332,-18.252570509999998,681,0.04,56160,0.4994094967842102,0.001,0.0017225475749000907,32.48771286010742,0.00024922119337134063
96.04,9400,909056,1333,-18.064337870000003,681,0.04,56190,0.34305626153945923,0.001,0.0013886922970414162,3.7788093090057373,0.00027004710864275694
96.04,9404,909120,1333,-18.216185550000002,681,0.04,56194,0.4534119963645935,0.001,0.001754057127982378,-2.5350754261016846,0.000270986434770748
96.04,9408,909232,1333,-18.3471309,681,0.04,56201,0.3567333519458771,0.001,0.007463126443326473,-4.159896373748779,0.0002717286115512252
96.04,9412,910176,1334,-18.1127432,681,0.04,56260,0.31356510519981384,0.001,0.006506504490971565,-11.918684959411621,0.0002615128178149462
97.03,9416,910656,1335,-18.54693439,681,0.03,56290,0.43427103757858276,0.001,0.0075784907676279545,-0.7000341415405273,0.0002539660781621933
97.03,9420,910720,1335,-18.72070182,681,0.03,56294,0.19475768506526947,0.001,0.009275739081203938,-3.309346914291382,0.000253197766141966
97.03,9424,910832,1335,-18.895506069999996,681,0.03,56301,0.3371511995792389,0.001,0.002192192245274782,5.4142279624938965,0.00025222846306860447
96.04,9428,911296,1336,-18.24254801,681,0.04,56330,0.38401323556900024,0.001,0.013605084270238876,10.750252723693848,0.0002617336285766214
96.04,9432,912224,1337,-18.36471178,681,0.04,56388,0.3541673421859741,0.001,0.0025326707400381565,-9.199536323547363,0.00025675498181954026
96.04,9436,912320,1338,-18.589491110000004,681,0.04,56394,0.25086677074432373,0.001,0.001464184606447816,-15.932901382446289,0.00025479504256509244
96.04,9440,912352,1338,-18.300787500000002,681,0.04,56396,0.3334733545780182,0.001,0.0016483821673318744,-14.673632621765137,0.00025411363458260894
96.04,9444,912896,1338,-18.777553519999998,681,0.04,56430,0.3159777820110321,0.001,0.0011060918914154172,-15.351032257080078,0.0002415744384052232
96.04,9448,913824,1339,-18.480103250000003,681,0.04,56488,0.4773661196231842,0.001,0.0014733781572431326,-4.405146598815918,0.00022399715089704841
97.03,9452,913920,1340,-18.78886461,681,0.03,56494,0.36684587597846985,0.001,0.0009511969983577728,-9.643548011779785,0.00022288587933871895
97.03,9456,913952,1340,-18.712814129999998,681,0.03,56496,0.29949790239334106,0.001,0.0018029124476015568,-6.758498191833496,0.00022251992777455598
97.03,9460,914496,1340,-18.81206969,681,0.03,56530,0.38761815428733826,0.001,0.002485203091055155,-8.980096817016602,0.0002166901103919372
98.02,9464,915424,1342,-19.06550029,681,0.02,56588,0.35820409655570984,0.001,0.0009141935734078288,-7.119635105133057,0.0002092914655804634
98.02,9468,915520,1342,-18.90767659,681,0.02,56594,0.3762623071670532,0.001,0.0006612961879000068,-3.7275562286376953,0.00020859164942521602
98.02,9472,915552,1342,-19.08787924,681,0.02,56596,0.3782561719417572,0.001,0.011948893778026104,-7.693601608276367,0.00020834413589909673
98.02,9476,916096,1343,-19.14203331,681,0.02,56630,0.48089489340782166,0.001,0.0023556482046842575,-8.788978576660156,0.0002025632420554757
99.01,9480,917024,1344,-19.179384699999996,681,0.01,56688,0.34772297739982605,0.001,0.0057010892778635025,7.5397868156433105,0.00020149796910118312
98.02,9484,917072,1344,-18.77433627,681,0.02,56691,0.32940685749053955,0.001,0.003082193899899721,2.770226240158081,0.0002020238316617906
98.02,9488,917136,1344,-19.090667649999997,681,0.02,56695,0.4046381115913391,0.001,0.0029713655821979046,1.7167887687683105,0.0002026501897489652
98.02,9492,917568,1345,-19.23160361,681,0.02,56722,0.34369510412216187,0.001,0.004590556491166353,-3.130417823791504,0.0002046556764980778
98.02,9496,918400,1346,-19.035754790000002,682,0.02,56774,0.38231614232063293,0.001,0.015424743294715881,2.282076358795166,0.00020577551913447678
98.02,9500,918672,1346,-18.79937733,682,0.02,56791,0.3109249472618103,0.001,0.001299504772759974,1.4493889808654785,0.00020677977590821683
98.02,9504,918736,1346,-18.76559889,682,0.02,56795,0.4116542935371399,0.001,0.003313072957098484,4.912042617797852,0.00020713543926831335
98.02,9508,919168,1347,-18.559750429999998,682,0.02,56822,0.3199535012245178,0.001,0.001082947594113648,0.6040186882019043,0.00021014067169744521
98.02,9512,920000,1348,-18.69881267,682,0.02,56874,0.4101790189743042,0.001,0.0016288722399622202,-11.174123764038086,0.00020644953474402428
98.02,9516,920272,1348,-18.39912998,682,0.02,56891,0.3926520347595215,0.001,0.0015779230743646622,1.366687297821045,0.00020459147344809026
98.02,9520,920336,1348,-18.22988065,682,0.02,56895,0.36765021085739136,0.001,0.0028856336139142513,0.17926883697509766,0.00020450291049201041
98.02,9524,920768,1349,-18.072253219999997,682,0.02,56922,0.37012967467308044,0.001,0.000864272122271359,-1.3008918762207031,0.00020448457507882267
99.01,9528,921600,1350,-18.7514105,682,0.01,56974,0.3424884080886841,0.001,0.005355468485504389,1.2134265899658203,0.0002007893635891378
99.01,9532,921872,1351,-18.8483745,682,0.01,56991,0.4876461625099182,0.001,0.011685842648148537,-4.664389133453369,0.0001996319042518735
99.01,9536,921936,1351,-18.82876816,682,0.01,56995,0.38839197158813477,0.001,0.0009395810775458813,-6.1020379066467285,0.00019931459974031895
99.01,9540,922368,1351,-18.95586508,682,0.01,57022,0.43094152212142944,0.001,0.0027957551646977663,7.872564315795898,0.00019683701975736767
99.01,9544,923200,1353,-18.65454125,682,0.01,57074,0.377246230840683,0.001,0.002731291577219963,0.4682011604309082,0.00020348504767753184
99.01,9548,923472,1353,-18.860158390000002,682,0.01,57091,0.3830028176307678,0.001,0.055079370737075806,-5.925553798675537,0.0002037773228948936
99.01,9552,923536,1353,-19.128106619999997,682,0.01,57095,0.40431031584739685,0.001,0.0014789234846830368,-4.602264404296875,0.00020357919856905937
99.01,9556,923968,1354,-19.05224102,682,0.01,57122,0.41657817363739014,0.001,0.003966574557125568,6.7095441818237305,0.00020258352742530406
99.01,9560,924800,1355,-19.12870286,682,0.01,57174,0.29454851150512695,0.001,0.004395053256303072,-7.6936869621276855,0.0002016042562900111
99.01,9564,925072,1355,-18.942069280000002,682,0.01,57191,0.33797383308410645,0.001,0.0016683880239725113,-7.471489906311035,0.00019981742661911994
99.01,9568,925136,1356,-19.00531388,682,0.01,57195,0.39015665650367737,0.001,0.002927416004240513,-6.719016075134277,0.00019933264411520213
99.01,9572,925568,1356,-19.000842570000003,682,0.01,57222,0.40161165595054626,0.001,0.0009331539622507989,-5.770216464996338,0.00019651665934361517
99.01,9576,926400,1357,-19.017724230000002,682,0.01,57274,0.32903969287872314,0.001,0.00098854536190629,0.1038815975189209,0.0001948841818375513
99.01,9580,926672,1357,-19.40134706,682,0.01,57291,0.44833865761756897,0.001,0.005805282853543758,1.1123337745666504,0.00019628609879873693
100.0,9584,926736,1358,-19.62501807,682,0.0,57295,0.37738776206970215,0.001,0.0018878120463341475,1.940397024154663,0.00019671879999805242
100.0,9588,927168,1358,-19.742027369999995,682,0.0,57322,0.3429848551750183,0.001,0.000823856214992702,8.513872146606445,0.00020155082165729254
100.0,9592,928000,1359,-19.640346259999998,682,0.0,57374,0.3933393657207489,0.001,0.15329530835151672,6.076547622680664,0.00020921464601997286
100.0,9596,928272,1360,-19.793820849999996,682,0.0,57391,0.39645057916641235,0.001,0.0007296943222172558,-4.121548175811768,0.00021023707813583314
100.0,9600,928336,1360,-20.025838850000003,682,0.0,57395,0.34533441066741943,0.001,0.00140661234036088,-2.310868263244629,0.0002101302525261417
99.01,9604,928544,1360,-19.50854967,682,0.01,57408,0.35416871309280396,0.001,0.0012640594504773617,-9.614461898803711,0.00020921802206430584
99.01,9608,929424,1361,-19.77655257,682,0.01,57463,0.32770591974258423,0.001,0.0009631462744437158,3.3893566131591797,0.00020622776355594397
99.01,9612,929872,1362,-19.881380200000002,682,0.01,57491,0.3428340554237366,0.001,0.0013566688867285848,-3.317233085632324,0.00020762572239618748
99.01,9616,929920,1362,-20.02543962,682,0.01,57494,0.3936493396759033,0.001,0.0027254344895482063,-4.056215286254883,0.00020751309057231992
98.02,9620,930048,1362,-20.10061042,682,0.02,57502,0.41209447383880615,0.001,0.00135724653955549,-1.7607522010803223,0.0002069857728201896
97.03,9624,930496,1363,-20.009484639999997,682,0.03,57530,0.39698514342308044,0.001,0.009187640622258186,-12.572376251220703,0.00020171041251160204
97.03,9628,931424,1364,-19.887105979999998,682,0.03,57588,0.37998369336128235,0.001,0.011358149349689484,-0.7612800598144531,0.0001915033790282905
97.03,9632,931520,1364,-19.552776629999997,682,0.03,57594,0.4713643491268158,0.001,0.0024909244384616613,4.371185302734375,0.000191528772120364
97.03,9636,931568,1364,-19.508182070000004,682,0.03,57597,0.2952421307563782,0.001,0.0011580255813896656,3.052277088165283,0.00019167056598234922
97.03,9640,932096,1365,-19.85422875,682,0.03,57630,0.452251672744751,0.001,0.11778973042964935,6.778715133666992,0.00019330508075654507
97.03,9644,933024,1366,-19.86673901,682,0.03,57688,0.4312373101711273,0.001,0.011597147211432457,-2.5119540691375732,0.00019702276040334255
97.03,9648,933120,1366,-19.42861148,682,0.03,57694,0.4719323217868805,0.001,0.0008523344295099378,-5.171356201171875,0.00019686030282173306
97.03,9652,933168,1367,-19.29883111,682,0.03,57697,0.41252219676971436,0.001,0.0019325893372297287,0.8130464553833008,0.00019669253379106522
97.03,9656,933696,1367,-19.359268640000003,682,0.03,57730,0.4064334034919739,0.001,0.011727502569556236,3.061147928237915,0.00019482916104607284
95.05,9660,934240,1368,-19.135784890000004,682,0.05,57764,0.4193825125694275,0.001,0.0014035275671631098,2.731527090072632,0.00019655733194667846
95.05,9664,934672,1369,-19.314375379999998,682,0.05,57791,0.35191601514816284,0.001,0.002709226217120886,7.310888290405273,0.00020022946409881115
95.05,9668,934720,1369,-19.216375879999998,682,0.05,57794,0.4730924069881439,0.001,0.0009105848148465157,8.190685272216797,0.00020089681493118405
95.05,9672,934960,1369,-19.185685,682,0.05,57809,0.5351632833480835,0.001,0.004475797992199659,3.678555727005005,0.00020314166613388807
95.05,9676,935840,1370,-19.418519020000005,682,0.05,57864,0.4052634835243225,0.001,0.001139083644375205,-8.749826431274414,0.0002039575483649969
95.05,9680,936272,1371,-19.0214085,682,0.05,57891,0.46718457341194153,0.001,0.003383707022294402,-6.502608299255371,0.0001995883067138493
95.05,9684,936320,1371,-19.39738327,682,0.05,57894,0.40854912996292114,0.001,0.012144719250500202,-10.278589248657227,0.00019909327966161072
95.05,9688,936560,1371,-19.3889005,682,0.05,57909,0.3391520380973816,0.001,0.002011708915233612,-4.893448829650879,0.00019575966871343553
95.05,9692,937440,1373,-19.51638608,682,0.05,57964,0.40478548407554626,0.001,0.0040543582290410995,-0.7303621768951416,0.00018718303181231022
95.05,9696,937872,1374,-19.342548649999994,682,0.05,57991,0.43067529797554016,0.001,0.002850509015843272,-13.265508651733398,0.00018323918629903346
95.05,9700,937920,1374,-19.390083729999997,682,0.05,57994,0.46767884492874146,0.001,0.001028606784529984,-8.775838851928711,0.000182603151188232
96.04,9704,938160,1374,-19.77603519,682,0.04,58009,0.33043715357780457,0.001,0.001494908588938415,-4.006154537200928,0.0001797370205167681
96.04,9708,939040,1375,-19.567216780000003,682,0.04,58064,0.34090352058410645,0.001,0.0009486408671364188,0.28946638107299805,0.00017928403394762427
96.04,9712,939472,1376,-19.10896486,682,0.04,58091,0.32479915022850037,0.001,0.0026111481711268425,-0.4919898509979248,0.00017912116891238838
96.04,9716,939520,1376,-18.846025170000004,682,0.04,58094,0.2879764139652252,0.001,0.000997189898043871,-3.1469571590423584,0.00017915140779223293
